100|101|2|16|1|3|5d606f7802|1|1516323596029
100|101|2|16|1|3|5d606f7802|1|1516323597007
100|101|2|16|1|3|5d646f7802|1|1516323598382
100|101|2|16|1|3|5d646f8802|1|1516323598936
100|101|2|16|1|3|5d686f8802|1|1516323599977
100|101|2|16|1|3|5d686f9802|1|1516323601007
100|101|2|16|1|3|5d6c6fac02|1|1516323601926
100|101|2|16|1|3|5d706fac02|1|1516323603033
100|101|2|16|1|3|5d706fac02|1|1516323603959
100|101|2|16|1|3|5d706fbc02|1|1516323604876
100|101|2|16|1|3|5d746fbc02|1|1516323605897
100|101|2|16|1|3|5d746fbc02|1|1516323606925
100|101|2|16|1|3|5d746fbc02|1|1516323608358
100|101|2|16|1|3|5d786fbc02|1|1516323608970
100|101|2|256|1|3|003a03|1|1516414940936
100|101|2|256|1|3|003a03|1|1516414941960
100|101|2|256|1|3|003a03|1|1516414942882
100|101|2|256|1|3|000103|1|1516537352718
100|101|2|1280|1|3|02ea01|1|1516536775692
100|101|2|1280|1|3|02ea01|1|1516536776611
100|101|2|1280|1|3|02eb01|1|1516536777634
